Unnamed: 0,journal_title,pubmed,abstract
70,mSphere ,34986316; ,"Previously, 1,8-dihydroxynaphthalene (DHN)-melanin was described to protect Aspergillus fumigatus against hydrogen peroxide (H2O2), thereby protecting this opportunistic human pathogen from reactive oxygen species generated by the immune system. This was based on the finding that the ATCC 46645 mutant with mutations in the pksP gene of the DHN-melanin synthesis pathway showed increased sensitivity to reactive oxygen species compared to the wild type. Here, it is shown that deletion of the pksP gene in A. fumigatus strain CEA10 did not affect sensitivity for H2O2 and superoxide in a plate stress assay. In addition, direct exposure of the dormant white conidia of the pksP deletion strains to H2O2 did not result in increased sensitivity. Moreover, complementation of the ATCC 46645 pksP mutant strain with the wild-type pksP gene did result in pigmented conidia but did not rescue the H2O2-sensitive phenotype observed in the plate stress assay. Genome sequencing of the ATCC 46645 pksP mutant strain and its complemented strain revealed a mutation in the cat1 gene, likely due to the UV mutagenesis procedure used previously, which could explain the increased sensitivity toward H2O2. In summary, DHN-melanin is not involved in protection against H2O2 or superoxide and, thus, has no role in survival of conidia when attacked by these reactive oxygen species. IMPORTANCE Opportunistic pathogens like Aspergillus fumigatus have strategies to protect themselves against reactive oxygen species like hydrogen peroxides and superoxides that are produced by immune cells. DHN-melanin is the green pigment on conidia of Aspergillus fumigatus and more than 2 decades ago was reported to protect conidia against hydrogen peroxide. Here, we correct this misinterpretation by showing that DHN-melanin actually is not involved in protection of conidia against hydrogen peroxide. We show that UV mutagenesis that was previously used to select a pksP mutant generated many more genome-wide mutations. We discovered that a mutation in the mycelial catalase gene cat1 could explain the observed phenotype of increased hydrogen peroxide sensitivity. Our work shows that UV mutagenesis is not the preferred methodology to be used for generating mutants. It requires genome sequencing with single-nucleotide polymorphism analysis as well as additional validations to discard unwanted and confirm correct phenotypes."
71,Journal of thermal biology ,32888571; ,"This study was conducted to examine the effects of dietary taurine supplementation on productive performance, nutrient digestibility, antioxidant status, and the gene expression of ileal nutrient transporters in laying quails reared under heat stress (HS). One hundred and eighty laying Japanese quails (Coturnix coturnix japonica) were fed a basal diet or basal diet supplemented with either 2.5 or 5 g of taurine per kg of diet, and reared at either 22 ± 2 °C for 24 h/d (thermoneutral, TN) or 34 ± 2 °C for 8 h/d (HS) for 12 weeks. The quails reared under HS consumed less feed, produced less egg, and had lower dry matter, organic matter and crude protein apparent digestibilities compared with the quails reared under the TN condition (P = 0.001). However, increasing taurine concentrations in the diet improved feed intake and egg production (P = 0.001), but also the apparent digestibilities (P ≤ 0.027) in quails reared under HS. The greater doses (5 g/kg) of taurine resulted in more responses. The quails reared under HS had greater serum and liver MDA concentrations (P = 0.0001) which decreased with dietary taurine supplementations, particularly greater doses. The gene expressions of ileal PEPT1, EAAT3, CAT1, CAT2, SGLT1, SGLT5, GLUT2, and GLUT5 decreased under HS conditions (P = 0.001). However, supplementing taurine, in a dose-dependent fashion, to the diet of quails reared under HS resulted in increases in the gene expressions of the transporters (P < 0.05) except for CAT1. The results of the present work showed that taurine supplementation, particularly with greater doses (5 g/kg), to the diet of laying quails kept under HS acts as alleviating negative effects of HS, resulting in improvements in productive performance and nutrient digestion, and also upregulation of ileal nutrient transporters."
72,Journal of bacteriology ,4901362; ,"A catabolite repression gene (cat) which alters the sensitivity of Escherichia coli to catabolite repression has been mapped by transduction and shown to be located between the pyrC and purB genes. When the cat-1 mutation was studied in a number of genetic backgrounds, the results showed that this mutation affects the synthesis of more than one catabolic enzyme but does not completely eliminate catabolic repression under all conditions. It is suggested that this mutation may cause a block in the accumulation of the catabolite effector. Our experiments show that this effector is not glucose-6-phosphate."
73,BMC physiology ,11545681; ,"The active hormonal form of vitamin D (1,25-dihydroxyvitamin D) is the primary regulator of intestinal calcium absorption efficiency. In vitamin D deficiency, intestinal calcium absorption is low leading to an increased risk of developing negative calcium balance and bone loss. 1,25-dihydroxyvitamin D has been shown to stimulate calcium absorption in experimental animals and in human subjects. However, the molecular details of calcium transport across the enterocyte are not fully defined. Recently, two novel epithelial calcium channels (CaT1/ECaC2 and ECaC1/CaT2) have been cloned and suggested to be important in regulating intestinal calcium absorption. However, to date neither gene has been shown to be regulated by vitamin D status. We have previously shown that 1,25-dihydroxyvitamin stimulates transcellular calcium transport in Caco-2 cells, a human intestinal cell line."
74,Journal of genetics and genomics = Yi chuan xue bao ,22133687; ,"The mitogen-activated protein kinase (MAPK) cascade is one of the major and evolutionally conserved signaling pathways and plays a pivotal role in the regulation of stress and developmental signals in plants. Here, we identified one gene, GhMPK6, encoding an MAPK protein in cotton. GFP fluorescence assay demonstrated that GhMAPK6 is a cytoplasm localized protein. Quantitative RT-PCR analysis revealed that mRNA accumulation of GhMPK6 was significantly promoted by abscisic acid (ABA). Overexpression of GhMPK6 gene in the T-DNA insertion mutant atmkk1 (SALK_015914) conferred a wild-type phenotype to the transgenic plants in response to ABA. Under ABA treatment, cotyledon greening/expansion in GhMPK6 transgenic lines and wild type was significantly inhibited, whereas the atmkk1 mutant showed a relatively high cotyledon greening/expansion ratio. Furthermore, CAT1 expression and H(2)O(2) levels in leaves of GhMPK6 transgenic lines and wild type were remarkably higher than those of atmkk1 mutant with ABA treatment. Collectively, our results suggested that GhMPK6 may play an important role in ABA-induced CAT1 expression and H(2)O(2) production."
75,Frontiers in plant science ,36438093; ,"Rhizobium spp. is a well-known microbial plant biostimulant in non-legume crops, but little is known about the mechanisms by which rhizobia enhance crop productivity under drought stress. This work analyzed the mechanisms involved in drought stress alleviation exerted by Rhizobium leguminosarum strains in wheat plants under water shortage conditions. Two (LBM1210 and LET4910) of the four R. leguminosarum strains significantly improved the growth parameters (fresh and dry aerial weight, FW and DW, respectively), chlorophyll content, and relative water content (RWC) compared to a non-inoculated control under water stress, providing values similar to or even higher for FW (+4%) and RWC (+2.3%) than the non-inoculated and non-stressed control. Some other biochemical parameters and gene expression explain the observed drought stress alleviation, namely the reduction of MDA, H2O2 (stronger when inoculating with LET4910), and ABA content (stronger when inoculating with LBM1210). In agreement with these results, inoculation with LET4910 downregulated DREB2 and CAT1 genes in plants under water deficiency and upregulated the CYP707A1 gene, while inoculation with LBM1210 strongly upregulated the CYP707A1 gene, which encodes an ABA catabolic enzyme. Conversely, from our results, ethylene metabolism did not seem to be involved in the alleviation of drought stress exerted by the two strains, as the expression of the CTR1 gene was very similar in all treatments and controls. The obtained results regarding the effect of the analyzed strains in alleviating drought stress are very relevant in the present situation of climate change, which negatively influences agricultural production."
76,Plant molecular biology ,9037166; ,"Three cDNA clones (cat1, cat2, cat3) for catalase (EC 1.11.1.6) were isolated from a cDNA library of pumpkin (Cucurbita sp.) cotyledons. In northern blotting using the cDNA-specific probe, the cat1 mRNA levels were high in seeds and early seedlings of pumpkin. The expression pattern of cat1 was similar to that of malate synthase, a characteristic enzyme of glyoxysomes. These data suggest that cat1 might encode a catalase associated with glyoxysomal functions. Furthermore, immunocytochemical analysis using cat1-specific anti-peptide antibody directly showed that cat1 encoding catalase is located in glyoxysomes. The cat2 mRNA was present at high levels in green cotyledons, mature leaf, stem and green hypocotyl of light-grown pumpkin plant, and correlated with chlorophyll content in the tissues. The tissue-specific expression of cat2 had a strong resemblance to that of glycolate oxidase, a characteristic enzyme of leaf peroxisomes. During germination of pumpkin seeds, cat2 mRNA levels increased in response to light, although the increase in cat2 mRNA by light was less than that of glycolate oxidase. cat3 mRNA was abundant in green cotyledons, etiolated cotyledons, green hypocotyl and root, but not in young leaf. cat3 mRNA expression was not dependent on light, but was constitutive in mature tissues. Interestingly, cat1 mRNA levels increased during senescence of pumpkin cotyledons, whereas cat2 and cat3 mRNAs disappeared during senescence, suggesting that cat1 encoding catalase may be involved in the senescence process. Thus, in pumpkin, three catalase genes are differentially regulated and may exhibit different functions."
77,Endocrinology ,12933662; ,"We examined the expression of calcium transporter 1 (CaT1) and epithelial calcium channel (ECaC) mRNA in the duodenum and kidney of mice. Intestinal CaT1 mRNA level increased 30-fold at weaning, coincident with the induction of calbindin-D(9k) expression. In contrast, renal CaT1 and ECaC mRNA expression was equal until weaning when ECaC mRNA is induced and CaT1 mRNA levels fall 70%. Long- and short-term adaptation to changes in dietary calcium (Ca) level and 1,25 dihydroxyvitamin D(3) [1,25(OH)(2)D(3)] injection strongly regulated duodenal calbindin D(9k) and CaT1 mRNA. Following a single dose of 1,25(OH)(2)D(3), induction of CaT1 mRNA occurred rapidly (within 3 h, peak at 6 h of 9.6 +/- 0.8-fold) and preceded the induction of intestinal Ca absorption (significantly increased at 6 h, peak at 9 h). Neither renal CaT1 nor ECaC mRNA were strongly regulated by dietary calcium level or 1,25(OH)(2)D(3) injection. Our data indicate that CaT1 and ECaC mRNA levels are differentially regulated by 1,25(OH)(2)D(3) in kidney and intestine and that there may be a specialized role for CaT1 in kidney in fetal and neonatal development. The rapid induction of intestinal CaT1 mRNA expression by 1,25(OH)(2)D(3), and the marked induction at weaning, suggest that CaT1 is critical for 1,25(OH)(2)D(3)-mediated intestinal Ca absorption."
78,Free radical biology & medicine ,9214588; ,"The three maize catalase genes respond differentially to light signals. Expression of Cat1 is light independent while expression of Cat2 and Cat3 is light responsive. Upon exposure to light there is rapid accumulation of CAT-2 protein in leaves, due to both increased transcript accumulation and increased translation of the Cat2 message. Short UV light pulses also cause a strong transient induction of Cat2 gene expression, while long term exposure to UV does not affect the rate of Cat2 transcription. The Cat3 gene of maize exhibits a transcriptionally regulated circadian rhythm. The induction of the Cat3 circadian expression in etiolated leaves is probably regulated by a very low fluence phytochrome response; the involvement of a blue light/UV-A and a UV-B photoreceptor is also possible. Regulatory elements located on the Cat3 promoter have recently been identified and their significance in the complex light response of the gene is being investigated. Possible physiological role(s) of the light responding maize catalases Cat2 and Cat3 are discussed."
79,Applied microbiology and biotechnology ,20361327; ,"Catalases and peroxidases are the most important enzymes that degrade hydrogen peroxide into water and oxygen. These enzymes and superoxide dismutase are the first lines of cell defense against reactive oxygen species. Metarhizium anisopliae displays an increase in catalase-peroxidase activity during germination and growth. To determine the importance of catalase during the invasion process of M. anisopliae, we isolated the cat1 gene. cat1 cDNA expression in Escherichia coli and the subsequent purification of the protein confirmed that the cat1 gene codes for a monofunctional catalase. Expression analysis of this gene by RT-PCR from RNA isolated from fungus grown in liquid cultures showed a decrease in the expression level of the cat1 gene during germination and an increase during mycelium growth. The expression of this gene in the fungus during the infection process of the larvae of Plutella xylostella also showed a significant increase during invasive growth. Transgenic strains overexpressing the cat1 gene had twice the catalase activity of the wild-type strain. This increase in catalase activity was accompanied by a higher level of resistance to exogenous hydrogen peroxide and a reduction in the germination time. This improvement was also observed during the infection of P. xylostella larvae. M. anisopliae transgenic strains overexpressing the cat1 gene grew and spread faster in the soft tissue of the insect, reducing the time to death of the insect by 25% and the dose required to kill 50% of the population 14-fold."
80,"Cell cycle (Georgetown, Tex.) ",18414021; ,"MicroRNAs (miRNAs) are genes involved in normal development and cancer. They inhibit gene expression by associating with 3'-Untranslated regions (3'UTRs) of messenger RNAs (mRNAs), and are thought to regulate a large proportion of protein coding genes. However, it is becoming apparent that miRNA activity is not necessarily always determined by its expression in the cell. MiRNA activity can be affected by RNA-binding proteins (RBPs). For example, the RNA-binding protein HuR associates with the 3'UTR of the CAT1 mRNA after stress, counteracting the effect of miR-122. Second, we found that the expression of an RNA-binding protein called Dead end (Dnd1) prohibits the function of several miRNAs by blocking the accessibility of target mRNAs.(2) Dnd1 function is essential for proper development of primordial germ cells (PGCs) in zebrafish and mammals, indicating a crucial role for RBP/miRNA interplay on 3'UTRs of mRNAs in developmental decisions. In this perspective we discuss the interplay between RBPs and miRNAs in the context of germ cells and review current observations implicating RBPs in miRNA function."
81,Bioenergy research ,36248719; ,"Ethanol production by the D-xylose fermentation of lignocellulosic biomass would augment environmental sustainability by increasing the yield of biofuel obtained per cultivated area. A set of recombinant strains derived from the industrial strain Saccharomyces cerevisiae CAT-1 was developed for this purpose. First, two recombinant strains were obtained by the chromosomal insertion of genes involved in the assimilation and transport of D-xylose (Gal2-N376F). Strain CAT-1-XRT was developed with heterologous genes for D-xylose metabolism from the oxo-reductive pathway of Scheffersomyces stipitis (XYL1-K270R, XYL2); and strain CAT-1-XIT, with D-xylose isomerase (xylA gene, XI) from Streptomyces coelicolor. Moreover, both recombinant strains contained extra copies of homologous genes for xylulose kinase (XK) and transaldolase (TAL1). Furthermore, plasmid (pRS42K::XI) was constructed with xylA from Piromyces sp. transferred to CAT-1, CAT-1-XRT, and CAT-1-XIT, followed by an evolution protocol. After 10 subcultures, CAT-1-XIT (pRS42K::XI) consumed 74% of D-xylose, producing 12.6 g/L ethanol (0.31 g ethanol/g D-xylose). The results of this study show that CAT-1-XIT (pRS42K::XI) is a promising recombinant strain for the efficient utilization of D-xylose to produce ethanol from lignocellulosic materials."
82,Genetics and molecular research : GMR ,25867302; ,"We examined 96 pigs (28.1 ± 0.83 kg) to analyze the effect of Leu:Lys ratios on expression of the cationic amino acid transporters b(0,+) and CAT-1 in the jejunum and liver as well as myosin expression in 2 muscles to estimate the optimum standardized ileal digestible (SID) Leu:Lys ratio for growth rate and efficiency. A wheat-and wheat bran-based diets were formulated to meet the requirements of SID amino acids other than Leu (0.70%) and Lys (0.80%). L-Leu was added to the basal diet in 5 SID Leu:Lys ratios (88, 100, 120, 140, and 160% in diets 1-5). Tissue samples were collected from 8 pigs with ratios of 88, 120, and 160%. Relative expression of b(0,+), CAT-1, and myosin was analyzed. b(0,+) expression in the jejunum was higher but lower in the liver of pigs with the 120% ratio compared to those with the 88 or 160% ratio; myosin expression in longissimus dorsi was also higher in pigs with the 120% ratio (P < 0.05). CAT-1 was lower in the jejunum and longissimus dorsi of pigs with 120 or 160% ratios than in pigs with 88%. Serum concentration of nearly all amino acids decreased with excess dietary Leu (P < 0.05). The SID Leu:Lys of 104 and 109% optimized average daily gain and feed conversion ratio, respectively. Thus, the dietary Leu:Lys ratio affects the expression of genes coding for amino acid transporters and myosin, the availability of Lys, and the growth rate and efficiency in pigs."
83,Future microbiology ,27690640; ,To investigate the role of Cat1 overproduction in Candida albicans.
84,The Biochemical journal ,20408811; ,"Expression of the Cat-1 gene (cationic amino acid transporter-1) is induced in proliferating cells and in response to a variety of stress conditions. The expression of the gene is mediated via a TATA-less promoter. In the present study we show that an Sp1 (specificity protein 1)-binding site within a GC-rich region of the Cat-1 gene controls its basal expression and is important for induction of the gene during the UPR (unfolded protein response). We have shown previously that induction of Cat-1 gene expression during the UPR requires phosphorylation of the translation initiation factor eIF2alpha (eukaryotic initiation factor 2alpha) by PERK (protein-kinase-receptor-like endoplasmic reticulum kinase), one of the signalling pathways activated during the UPR. This leads to increased translation of the transcription factor ATF4 (activating transcription factor 4). We also show that a second signalling pathway is required for sustained transcriptional induction of the Cat-1 gene during the UPR, namely activation of IRE1 (inositol-requiring enzyme 1) leading to alternative splicing of the mRNA for the transcription factor XBP1 (X-box-binding protein 1). The resulting XBP1s (spliced XBP1) can bind to an ERSE (endoplasmic-reticulum-stress-response-element), ERSE-II-like, that was identified within the Cat-1 promoter. Surprisingly, eIF2alpha phosphorylation is required for accumulation of XBP1s. We propose that the signalling via phosphorylated eIF2alpha is required for maximum induction of Cat-1 transcription during the UPR by inducing the accumulation of both ATF4 and XBP1s."
85,Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica ,34951215; ,"Screening the reference genes that were stably expressed under different light intensities for Viola yedoensis could provide reference for the related molecular research. In this study, 11 candidate reference genes were detected by RT-qPCR for tissues of V. yedoensis treated with different light intensities. Ge Norm, Norm Finder, Best Keeper, and Ref Finder website were used to comprehensively evaluate the reference genes, and verify the stability of the reference gene based on CAT1. Finally, the ideal reference gene was determined. The results showed that CYP, Actin, and SAMDC had small Ct value ranges and stable expression. Ge Norm demonstrated that CYP, SAMDC, and Actin were suitable reference genes. Norm Finder showed that the expression of α-TUB was the most stable. Best Keeper recommended CYP, Actin, and SAMDC as reference genes. Ref Finder assessed that SAMDC, CYP, α-TUB, and Actin had better stability, while GAPDH had the worst stability. The expression trend of CAT1 gene was consistent when calibrated with SAMDC, CYP, and Actin, while it was quite different from that calibrated with GAPDH. In summary, SAMDC, CYP, and Actin can be used as ideal reference genes for the gene expression profiling of V. yedoensis under different light intensities."
86,Physiologia plantarum ,33619766; ,"Melatonin (MT) has been reported to regulate certain plant physiological processes and promote tolerance to different environmental stresses such as salinity. Green bean (Phaseolus vulgaris L. cv. Royal Nel) seedlings were exposed to 200 mM NaCl with or without pre-treatment with 150 μM MT. Salt stress led to a lower chlorophyll content, a reduced photosynthetic activity, increased reactive oxygen species (ROS) contents, and decreased photosystem II (PSII) activity. The application of exogenous MT to green bean seedlings under salt stress improved photosynthetic activity and alleviated the oxidative damages by enhancing the activity of antioxidant enzymes. The expression of catalase (CAT1), glutathione reductase (GR), superoxide dismutase (CuZnSOD1), ascorbate peroxidase (APX), Peroxiredoxin Q (PrxQ), and 2-cysteine peroxiredoxin (2-Cys-Prx) encoding genes was significantly increased under salt stress in green bean seedling compared with the untreated control. However, plants treated with exogenous MT and NaCl had 28.8, 21.1, 26.1, 20, 26.2, and 22.4% higher CuZnSOD, CAT1, APX, GR, PrxQ, and 2-Cys-Prx transcript levels, respectively, compared to NaCl stress alone. Our study revealed the protective mechanisms mediated by exogenous MT application in NaCl stress alleviation and our findings could be used in the management of green bean cultivation in salinity-prone soils."
87,Molecular plant pathology ,23634807; ,"Various plant factors are co-opted by virus elements (RNA, proteins) and have been shown to act in pathways affecting virus accumulation and plant defence. Here, an interaction between Pepino mosaic virus (PepMV) triple gene block protein 1 (TGBp1; p26) and tomato catalase 1 (CAT1), a crucial enzyme in the decomposition of toxic hydrogen peroxide (H₂O₂), was identified using the yeast two-hybrid assay, and confirmed via an in vitro pull-down assay and bimolecular fluorescent complementation (BiFC) in planta. Each protein was independently localized within loci in the cytoplasm and nuclei, sites at which their interaction had been visualized by BiFC. Following PepMV inoculation, CAT mRNA and protein levels in leaves were unaltered at 0, 3 and 6 days (locally) and 8 days (systemically) post-inoculation; however, leaf extracts from the last two time points contained increased CAT activity and lower H₂O₂ evels. Overexpression of PepMV p26 in vitro and in planta conferred the same effect, suggesting an additional involvement of TGBp1 in potexvirus pathogenesis. The accumulation of PepMV genomic and subgenomic RNAs and the expression of viral coat protein in noninoculated (systemic) leaves were reduced significantly in CAT-silenced plants. It is postulated that, during PepMV infection, a p26-CAT1 interaction increases H₂O₂ cavenging, thus acting as a negative regulator of plant defence mechanisms to promote PepMV infections."
88,Infection and immunity ,9573075; ,"Catalase plays a key role as an antioxidant, protecting aerobic organisms from the toxic effects of hydrogen peroxide, and in some cases has been postulated to be a virulence factor. To help elucidate the function of catalase in Candida albicans, a single C. albicans-derived catalase gene, designated CAT1, was isolated and cloned. Degenerate PCR primers based on highly conserved areas of other fungal catalase genes were used to amplify a 411-bp product from genomic DNA of C. albicans ATCC 10261. By using this product as a probe, catalase clones were isolated from genomic libraries of C. albicans. Nucleotide sequence analysis revealed an open reading frame encoding a protein of 487 amino acid residues. Construction of a CAT1-deficient mutant was achieved by using the Ura-blaster technique for sequential disruption of multiple alleles by integrative transformation using URA3 as a selectable marker. Resulting mutants exhibited normal morphology and comparable growth rates of both yeast and mycelial forms. Enzymatic analysis revealed an abundance of catalase in the wild-type strain but decreasing catalase activity in heterozygous mutants and no detectable catalase in a homozygous null mutant. In vitro assays showed the mutant strains to be more sensitive to damage by both neutrophils and concentrations of exogenous peroxide that were sublethal for the parental strain. Compared to the parental strain, the homozygous null mutant strain was far less virulent for mice in an intravenous infection model of disseminated candidiasis. Definitive linkage of CAT1 with virulence would require restoration of activity by reintroduction of the gene into mutants. However, initial results in mice, taken together with the enhanced susceptibility of catalase-deficient hyphae to damage by human neutrophils, suggest that catalase may enhance the pathogenicity of C. albicans."
89,Journal of integrative plant biology ,19017119; ,"In Arabidopsis, catalase (CAT) genes encode a small family of proteins including CAT1, CAT2 and CAT3, which catalyze the decomposition of hydrogen peroxide (H2O2) and play an important role in controlling homeostasis of reactive oxygen species (ROS). Here, we analyze the expression profiles and activities of three catalases under different treatments including drought, cold, oxidative stresses, abscisic acid and salicylic acid in Arabidopsis. Our results reveal that CAT1 is an important player in the removal of H2O2 generated under various environmental stresses. CAT2 and CAT3 are major H2O2 scavengers that contribute to ROS homeostasis in light or darkness, respectively. In addition, CAT2 is activated by cold and drought stresses and CAT3 is mainly enhanced by abscisic acid and oxidative treatments as well as at the senescence stage. These results, together with previous data, suggest that the network of transcriptional control explains how CATs and other scavenger enzymes such as peroxidase and superoxide dismutase may be coordinately regulated during development, but differentially expressed in response to different stresses for controlling ROS homeostasis."
90,Plant science : an international journal of experimental plant biology ,36738937; ,"Environmental stresses affect the yield and productivity of Brassica crops. Catalases are important antioxidant enzymes involved in reducing excess hydrogen peroxide produced by environmental stresses. In the present study, nine and seven CAT family members in two oilseed Brassica species (B. juncea and B. rapa) were identified with complete characterization based on gene and protein structure. Phylogenetic classification categorized CAT proteins into three classes and differentiated the monocot and dicot-specific CAT proteins. Further, the gene and protein characterizations revealed a high degree of conservation across the CAT family members. Differences were observed in the CAT-HEME binding affinity in CAT1, CAT2, and CAT3 isozymes, which could suggest their differential enzyme activities in different conditions. Furthermore, protein-protein interaction with other antioxidant proteins suggested their coordinated role in ROS scavenging mechanisms. Notably, the differential gene expression of BjuCATs and BraCATs and CAT enzyme activities suggested their crucial roles in major abiotic stresses faced by Brassica species. Promoter analysis in BjuCATs and BraCATs suggested the presence of abiotic-stress responsive cis-regulatory elements. Gene regulatory network analysis suggested miRNA and TF mediated stress response in BjuCATs and BraCATs. CAT family screening and characterization in Brassica sp. has established a basic ground for further functional validation in abiotic and heavy-metal stresses which can help in developing stress tolerant crops."
91,"Antioxidants (Basel, Switzerland) ",36290758; ,"Arabidopsis mitochondrial-localized heat shock protein 70-1 (mtHSC70-1) modulates vegetative growth by assisting mitochondrial complex IV assembly and maintaining reactive oxygen species (ROS) homeostasis. In addition, mtHSC70-1 affects embryo development, and this effect is mediated by auxin. However, whether mtHSC70-1 regulates vegetative growth through auxin and knowledge of the link between ROS homeostasis and auxin distribution remain unclear. Here, we found that mtHSC70-1 knockout seedlings (mthsc70-1a) displayed shortened roots, decreased fresh root weight and lateral root number, increased root width and abnormal root morphology. The introduction of the mtHSC70-1 gene into mthsc70-1a restored the growth and development of roots to the level of the wild type. However, sugar and auxin supplementation could not help the mutant roots restore to normal. Moreover, mthsc70-1a seedlings showed a decrease in meristem length and activity, auxin transport carrier (PINs and AUX1) and auxin abundances in root tips. The application of exogenous reducing agents upregulated the levels of PINs in the mutant roots. The introduction of antioxidant enzyme genes (MSD1 or CAT1) into the mthsc70-1a mutant rescued the PIN and local auxin abundances and root growth and development. Taken together, our data suggest that mtHSC70-1 regulates polar auxin transport through ROS homeostasis in Arabidopsis roots."
92,Applied and environmental microbiology ,23603675; ,"Psychrobacter arcticus strain 273-4, an isolate from a Siberian permafrost core, is capable of forming biofilms when grown in minimal medium under laboratory conditions. Biofilms form at 4 to 22°C when acetate is supplied as the lone carbon source and with 1 to 7% sea salt. P. arcticus is also capable of colonizing quartz sand. Transposon mutagenesis identified a gene important for biofilm formation by P. arcticus. Four transposon mutants were mapped to a 20.1-kbp gene, which is predicted to encode a protein of 6,715 amino acids (Psyc_1601). We refer to this open reading frame as cat1, for cold attachment gene 1. The cat1 mutants are unable to form biofilms at levels equivalent to that of the wild type, and there is no impact on the planktonic growth characteristics of the strains, indicating a specific role in biofilm formation. Through time course studies of the static microtiter plate assay, we determined that cat1 mutants are unable to form biofilms equivalent to that of the wild type under all conditions tested. In flow cell experiments, cat1 mutants initially are unable to attach to the surface. Over time, however, they form microcolonies, an architecture very different from that produced by wild-type biofilms. Our results demonstrate that Cat1 is involved in the initial stages of bacterial attachment to surfaces."
93,Parasites & vectors ,36271393; ,"The amino acid transporter protein cationic amino acid transporter 1 (CAT1) is part of the nutrient sensor in the fat body of mosquitoes. A member of the SLC7 family of cationic amino acid transporters, it is paramount for the detection of elevated amino acid levels in the mosquito hemolymph after a blood meal and the subsequent changes in gene expression in the fat body."
94,Journal of hazardous materials ,32818834; ,"Soilless culture experiments with tobacco were conducted to explore how the signal molecule H2S (0.3, 0.6, 0.9, and 1.2 μM) alleviated the toxicity of Cd2+ (50 mg/L). The results suggested that photosynthesis was enhanced as H2S improved the tobacco ΦPSII, ETR, Photo, Cond, and Tr, and that by increasing the NPQ, it consumed considerable amount of energy to enhance plant resistances during Cd2+ exposure. Furthermore, H2S increased the gene transcription of NtSOD3, NtPOD1, and CAT1, to enhance antioxidant enzyme activity, which reduces the generation of the reactive oxygen protective membrane integrity. Additionally, H2S increased the gene expression of the tobacco PC genes, Pr2 and Pr8 promoted the formation of the Cd2+ complexes and transportation to the vacuole, resulting in improved Cd-ATPase gene expression, away from organelles, to alleviate the Cd2+ poison. Furthermore, H2S regulated the relative absorption of K+ and Ca2+, which antagonized the Cd2+, and reduced its transportation to the aboveground plant material. Finally, the expression level of CaM increased with the application of H2S, and was highly correlated with the fitted results of a variety of resistance indicators, thereby indicating that H2S regulatory resistance mechanisms might be associated with Ca2+ signal transduction."
95,The Journal of steroid biochemistry and molecular biology ,15225792; ,"Intestinal absorption of dietary calcium is regulated by 1,25-dihydroxycholecalciferol (1,25(OH)(2)D(3)) in humans and in experimental animals but interspecies differences in responsiveness to 1,25(OH)(2)D(3) are found, possibly due to differences in the promoters of genes for intestinal calcium transport proteins or of the Vitamin D receptor (VDR). The epithelial calcium transporter, known as ECAC2 or CAT1, the product of the TRPV6 gene expressed in proximal intestinal enterocytes, is the first step in calcium absorption and studies in mice have shown that its expression is Vitamin D-dependent. In contrast in man, we showed that duodenal TRPV6 mRNA expression was independent of blood 1,25(OH)(2)D(3), although in Caco-2 cells, 1,25(OH)(2)D(3)-dependent changes have been demonstrated. We sought to explain these findings. A consensus Vitamin D response element in the mouse gene is absent in the human gene. We re-analysed our duodenal expression data according to a CDX2-site polymorphism in the VDR promoter. Mean TRPV6 expression was the same, but there was evidence of different responsiveness to 1,25(OH)(2)D(3). In the GG genotype group, but not the AG, duodenal TRPV6 expression increased with 1,25(OH)(2)D(3). We postulate that lower levels of expression of VDR in the GG group produce greater sensitivity to 1,25(OH)(2)D(3)."
96,PloS one ,23326325; ,"Abscisic acid (ABA) is a key component of the signaling system that integrates plant adaptive responses to abiotic stress. Overexpression of Arabidopsis molybdenum cofactor sulfurase gene (LOS5) in maize markedly enhanced the expression of ZmAO and aldehyde oxidase (AO) activity, leading to ABA accumulation and increased drought tolerance. Transgenic maize (Zea mays L.) exhibited the expected reductions in stomatal aperture, which led to decreased water loss and maintenance of higher relative water content (RWC) and leaf water potential. Also, transgenic maize subjected to drought treatment exhibited lower leaf wilting, electrolyte leakage, malondialdehyde (MDA) and H(2)O(2) content, and higher activities of antioxidative enzymes and proline content compared to wild-type (WT) maize. Moreover, overexpression of LOS5 enhanced the expression of stress-regulated genes such as Rad 17, NCED1, CAT1, and ZmP5CS1 under drought stress conditions, and increased root system development and biomass yield after re-watering. The increased drought tolerance in transgenic plants was associated with ABA accumulation via activated AO and expression of stress-related gene via ABA induction, which sequentially induced a set of favorable stress-related physiological and biochemical responses."
